true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,External Calculator (NaiveBayes)
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0.  0.  0.  0.1 0.1 0.8 0.  0.  0.  0. ],0.7224719895935549,1.0
4,4,0,[0.1 0.  0.  0.1 0.3 0.2 0.  0.1 0.1 0.1],0.20334237554869472,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0.  0.  0.  0.  0.  0.  0.  0.  0.9 0.1],0.8588182584953924,1.0
3,3,0,[0.  0.  0.  0.9 0.  0.1 0.  0.  0.  0. ],0.8588182584953924,0.9999999662370217
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
9,9,0,[0.  0.  0.  0.  0.2 0.  0.1 0.1 0.  0.6],0.5270967493629823,1.0
6,6,0,[0.1 0.  0.  0.  0.  0.2 0.7 0.  0.  0. ],0.651774627142776,1.0
0,0,0,[0.8 0.  0.  0.  0.  0.  0.  0.  0.1 0.1],0.7224719895935549,0.9999999999999999
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0.  0.  0.1 0.2 0.  0.  0.1 0.3 0.3 0. ],0.34647875196459355,1.0
4,4,0,[0.  0.  0.  0.1 0.3 0.1 0.  0.2 0.1 0.2],0.26354837468149117,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0.  0.  0.  0.  0.4 0.  0.1 0.  0.2 0.3],0.4441663720798799,1.0
4,4,0,[0.  0.  0.  0.  0.9 0.  0.1 0.  0.  0. ],0.8588182584953924,0.9975896017958997
6,6,0,[0.  0.  0.1 0.  0.  0.1 0.5 0.  0.3 0. ],0.49262137858390803,1.0
6,6,0,[0.  0.  0.  0.  0.1 0.  0.9 0.  0.  0. ],0.8588182584953924,1.0
4,4,0,[0.  0.  0.  0.  0.9 0.  0.  0.1 0.  0. ],0.8588182584953924,1.0
7,7,0,[0.1 0.  0.1 0.  0.  0.  0.  0.5 0.  0.3],0.49262137858390803,1.0
9,9,0,[0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.9],0.8588182584953924,1.0
3,3,0,[0.  0.  0.1 0.5 0.  0.  0.  0.2 0.1 0.1],0.40969100130080555,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0.  0.  0.  0.  0.  0.9 0.  0.1 0.  0. ],0.8588182584953924,1.0
5,5,0,[0.1 0.  0.  0.1 0.1 0.3 0.  0.1 0.1 0.2],0.20334237554869486,1.0
8,8,0,[0.  0.  0.1 0.1 0.1 0.1 0.2 0.  0.3 0.1],0.203342375548695,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.1 0.8 0.  0.  0.  0.  0.  0.1],0.7224719895935549,1.0
7,7,0,[0.  0.  0.  0.  0.1 0.  0.  0.5 0.1 0.3],0.49262137858390803,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
0,0,0,[0.7 0.1 0.  0.  0.  0.1 0.  0.  0.  0.1],0.5915686280099797,0.9999846819990171
2,2,0,[0.  0.  0.9 0.1 0.  0.  0.  0.  0.  0. ],0.8588182584953924,0.9848905890870563
4,4,0,[0.1 0.  0.  0.  0.3 0.  0.3 0.1 0.1 0.1],0.28627275283179726,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
6,1,1,[0.  0.8 0.  0.  0.  0.  0.2 0.  0.  0. ],0.7826779887263511,1.0
6,6,0,[0.  0.  0.  0.  0.1 0.  0.6 0.  0.3 0. ],0.6100271266460848,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
2,2,0,[0.  0.  0.8 0.  0.  0.  0.  0.1 0.1 0. ],0.7224719895935549,0.9999999999998943
8,8,0,[0.  0.  0.  0.  0.3 0.  0.  0.  0.5 0.2],0.5528273777167043,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.7 0.1 0.1 0.  0.  0.  0.1 0. ],0.5915686280099797,0.981084177735127
0,0,0,[0.9 0.  0.  0.  0.  0.  0.1 0.  0.  0. ],0.8588182584953924,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0
0,0,0,[0.6 0.  0.2 0.  0.1 0.  0.1 0.  0.  0. ],0.5270967493629823,1.0
9,4,1,[0.  0.  0.  0.1 0.4 0.2 0.  0.  0.  0.3],0.4441663720798799,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,9,1,[0.  0.  0.1 0.  0.  0.  0.  0.2 0.2 0.5],0.46989700043360183,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.99999999999971
8,8,0,[0.  0.1 0.1 0.  0.1 0.  0.  0.  0.5 0.2],0.4096910013008056,1.0
6,6,0,[0.  0.  0.  0.  0.  0.  0.9 0.  0.  0.1],0.8588182584953924,1.0
8,5,1,[0.1 0.  0.  0.  0.  0.5 0.1 0.  0.3 0. ],0.49262137858390803,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,5,1,[0.  0.  0.2 0.1 0.  0.5 0.2 0.  0.  0. ],0.46989700043360183,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,2,1,[0.  0.  0.4 0.3 0.  0.  0.  0.  0.2 0.1],0.44416637207987986,1.0
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,0.9999999999999332
7,7,0,[0.  0.  0.3 0.  0.  0.  0.  0.6 0.1 0. ],0.6100271266460848,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.5 0.  0.1 0.  0.1 0.  0.3],0.49262137858390803,1.0
6,6,0,[0.1 0.  0.  0.1 0.  0.1 0.6 0.  0.1 0. ],0.4668907502301861,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0.  0.8 0.  0.  0.  0.  0.  0.2 0.  0. ],0.7826779887263511,1.0
6,5,1,[0.2 0.1 0.1 0.  0.  0.3 0.2 0.  0.  0.1],0.263548374681491,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.1 0.  0.8 0.  0.1 0.  0.  0.  0. ],0.7224719895935549,1.0
7,7,0,[0.  0.  0.  0.  0.1 0.  0.  0.7 0.  0.2],0.651774627142776,1.0
9,9,0,[0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.8],0.7826779887263511,1.0
0,0,0,[0.9 0.  0.  0.  0.  0.  0.1 0.  0.  0. ],0.8588182584953924,1.0
8,8,0,[0.  0.  0.  0.2 0.  0.  0.  0.  0.8 0. ],0.7826779887263511,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0.  0.  0.  0.  0.  0.8 0.  0.  0.1 0.1],0.7224719895935549,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
0,0,0,[0.9 0.  0.1 0.  0.  0.  0.  0.  0.  0. ],0.8588182584953924,1.0
2,2,0,[0.  0.  0.5 0.  0.1 0.  0.3 0.1 0.  0. ],0.4926213785839081,1.0
8,8,0,[0.  0.  0.  0.1 0.  0.  0.  0.  0.9 0. ],0.8588182584953924,1.0
7,2,1,[0.  0.  0.5 0.1 0.  0.1 0.1 0.2 0.  0. ],0.40969100130080555,1.0
2,2,0,[0.  0.1 0.5 0.1 0.  0.  0.  0.3 0.  0. ],0.49262137858390803,0.9914029789579198
9,3,1,[0.  0.  0.1 0.6 0.1 0.  0.  0.  0.  0.2],0.5270967493629823,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
0,0,0,[0.9 0.  0.  0.  0.  0.  0.  0.  0.  0.1],0.8588182584953924,1.0
9,8,1,[0.1 0.  0.  0.  0.2 0.  0.1 0.1 0.4 0.1],0.3010299956639812,0.9999999999999993
5,5,0,[0.  0.  0.  0.  0.  0.9 0.1 0.  0.  0. ],0.8588182584953924,1.0
8,5,1,[0.  0.  0.1 0.  0.  0.4 0.  0.  0.3 0.2],0.4441663720798799,1.0
5,5,0,[0.  0.  0.  0.2 0.  0.5 0.1 0.  0.2 0. ],0.46989700043360183,0.9999999981078257
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.6 0.  0.4 0.  0.  0.  0. ],0.7077147467613712,0.9999999899696459
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0.  0.  0.1 0.  0.  0.  0.  0.6 0.2 0.1],0.5270967493629823,1.0
4,4,0,[0.  0.1 0.  0.  0.4 0.1 0.  0.  0.  0.4],0.48164799306236994,1.0
5,5,0,[0.  0.1 0.  0.1 0.1 0.5 0.1 0.  0.1 0. ],0.3494850021680093,0.9999994219832689
7,7,0,[0.  0.  0.  0.  0.  0.  0.  0.9 0.  0.1],0.8588182584953924,1.0
2,2,0,[0.  0.  0.9 0.  0.  0.1 0.  0.  0.  0. ],0.8588182584953924,1.0
0,0,0,[0.7 0.  0.  0.1 0.  0.2 0.  0.  0.  0. ],0.651774627142776,1.0
9,2,1,[0.2 0.  0.3 0.3 0.  0.1 0.  0.  0.1 0. ],0.3464787519645937,1.0
8,5,1,[0.1 0.  0.  0.1 0.  0.6 0.  0.  0.1 0.1],0.4668907502301861,1.0
8,8,0,[0.  0.  0.1 0.  0.  0.  0.  0.  0.9 0. ],0.8588182584953924,1.0
6,6,0,[0.  0.2 0.  0.  0.  0.  0.8 0.  0.  0. ],0.7826779887263511,1.0
2,2,0,[0.  0.  0.5 0.2 0.  0.  0.2 0.1 0.  0. ],0.46989700043360183,1.0
5,5,0,[0.  0.  0.1 0.3 0.  0.6 0.  0.  0.  0. ],0.6100271266460848,0.9997775494661405
4,4,0,[0.  0.  0.2 0.  0.4 0.1 0.  0.  0.  0.3],0.4441663720798799,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
2,2,0,[0.  0.1 0.6 0.1 0.  0.  0.  0.2 0.  0. ],0.5270967493629823,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0.  0.  0.  0.3 0.  0.1 0.  0.  0.6 0. ],0.6100271266460848,0.9940221311833664
7,1,1,[0.  0.6 0.2 0.  0.  0.  0.  0.2 0.  0. ],0.5873027484957786,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0.  0.  0.  0.  0.8 0.  0.  0.1 0.  0.1],0.7224719895935549,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.9 0.  0.1 0.  0.  0.  0. ],0.8588182584953924,1.0
6,6,0,[0.  0.  0.  0.  0.2 0.  0.8 0.  0.  0. ],0.7826779887263511,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,0.708323744951172
8,8,0,[0.  0.  0.  0.  0.  0.  0.  0.1 0.9 0. ],0.8588182584953924,1.0
2,2,0,[0.2 0.  0.6 0.  0.  0.  0.1 0.  0.  0.1],0.5270967493629823,1.0
4,9,1,[0.  0.  0.  0.1 0.3 0.  0.  0.  0.  0.6],0.6100271266460848,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,9,1,[0.1 0.  0.  0.1 0.  0.2 0.  0.1 0.1 0.4],0.3010299956639811,0.9999999999990833
0,0,0,[0.5 0.  0.  0.  0.  0.  0.1 0.  0.3 0.1],0.4926213785839081,1.0
4,4,0,[0.  0.  0.  0.  0.8 0.  0.2 0.  0.  0. ],0.7826779887263511,1.0
4,4,0,[0.  0.  0.  0.  0.9 0.  0.  0.  0.1 0. ],0.8588182584953924,1.0
7,7,0,[0.  0.  0.  0.2 0.2 0.1 0.  0.5 0.  0. ],0.46989700043360183,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0.  0.  0.  0.  0.7 0.  0.  0.  0.1 0.2],0.651774627142776,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0.3 0.  0.  0.1 0.  0.5 0.  0.  0.1 0. ],0.4926213785839081,0.9999999999999994
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.2 0.  0.7],0.651774627142776,1.0
7,2,1,[0.  0.  0.3 0.1 0.3 0.  0.  0.3 0.  0. ],0.4294091292476961,0.9999999973602842
3,3,0,[0.  0.  0.  0.7 0.  0.1 0.  0.  0.2 0. ],0.651774627142776,1.0
5,5,0,[0.1 0.  0.  0.2 0.1 0.6 0.  0.  0.  0. ],0.5270967493629823,1.0
8,8,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.9 0. ],0.8588182584953924,1.0
8,8,0,[0.  0.  0.  0.2 0.1 0.  0.  0.  0.7 0. ],0.651774627142776,1.0
0,0,0,[0.4 0.  0.1 0.  0.  0.1 0.2 0.  0.1 0.1],0.3010299956639812,1.0
5,4,1,[0.  0.  0.  0.1 0.3 0.2 0.  0.  0.1 0.3],0.3464787519645937,1.0
3,3,0,[0.  0.  0.  0.6 0.  0.3 0.1 0.  0.  0. ],0.6100271266460848,1.0
3,3,0,[0.  0.  0.  0.7 0.  0.2 0.  0.  0.1 0. ],0.651774627142776,1.0
6,6,0,[0.1 0.  0.  0.  0.1 0.1 0.7 0.  0.  0. ],0.5915686280099798,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
6,6,0,[0.  0.  0.  0.  0.  0.  0.9 0.  0.1 0. ],0.8588182584953924,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.7 0.  0.2 0.  0.1 0.  0. ],0.651774627142776,1.0
5,7,1,[0.2 0.  0.  0.2 0.  0.2 0.  0.3 0.  0.1],0.32375437381428745,1.0
4,4,0,[0.  0.  0.1 0.  0.8 0.  0.1 0.  0.  0. ],0.7224719895935549,1.0
4,4,0,[0.  0.  0.  0.  0.9 0.  0.  0.  0.  0.1],0.8588182584953924,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.1 0.  0.5 0.2 0.1 0.1 0.  0.  0.  0. ],0.40969100130080555,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
9,9,0,[0.  0.  0.1 0.  0.1 0.  0.  0.  0.  0.8],0.7224719895935549,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.9],0.8588182584953924,1.0
3,3,0,[0.  0.  0.  0.4 0.  0.  0.  0.4 0.  0.2],0.5418539921951662,1.0
9,9,0,[0.  0.  0.  0.  0.4 0.  0.  0.  0.  0.6],0.7077147467613712,1.0
8,8,0,[0.1 0.  0.1 0.  0.  0.  0.2 0.  0.6 0. ],0.5270967493629823,1.0
4,4,0,[0.  0.  0.  0.  0.7 0.  0.  0.  0.2 0.1],0.651774627142776,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.  0.7 0.  0.3 0.  0.  0.  0. ],0.7347050044258784,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.1 0.7 0.  0.1 0.  0.  0.  0.1],0.5915686280099797,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,6,1,[0.2 0.  0.  0.2 0.  0.  0.3 0.1 0.1 0.1],0.263548374681491,1.0
8,8,0,[0.  0.3 0.  0.1 0.  0.  0.  0.  0.5 0.1],0.4926213785839081,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0.  0.  0.1 0.  0.  0.  0.  0.  0.9 0. ],0.8588182584953924,1.0
8,8,0,[0.1 0.  0.2 0.  0.1 0.  0.1 0.  0.5 0. ],0.40969100130080555,0.9999999999999849
7,1,1,[0.  0.3 0.3 0.  0.  0.  0.  0.2 0.2 0. ],0.40668475109738994,1.0
9,9,0,[0.  0.  0.  0.1 0.2 0.  0.  0.  0.  0.7],0.651774627142776,1.0
7,9,1,[0.  0.  0.1 0.  0.2 0.  0.1 0.2 0.  0.4],0.36123599479677737,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0.  0.1 0.  0.  0.7 0.1 0.  0.1 0.  0. ],0.5915686280099797,1.0
5,5,0,[0.  0.  0.  0.1 0.  0.5 0.  0.  0.3 0.1],0.4926213785839081,1.0
6,6,0,[0.  0.  0.1 0.  0.  0.  0.9 0.  0.  0. ],0.8588182584953924,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0.  0.  0.  0.1 0.  0.7 0.1 0.  0.1 0. ],0.5915686280099797,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.8 0.1 0.  0.1 0.  0.  0.  0. ],0.7224719895935549,1.0
2,2,0,[0.  0.1 0.5 0.  0.1 0.  0.3 0.  0.  0. ],0.49262137858390803,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,5,0,[0.  0.  0.  0.1 0.1 0.8 0.  0.  0.  0. ],0.7224719895935549,0.9999999999999999
5,5,0,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,0.9999999998982166
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
9,9,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0
6,6,0,[0.  0.2 0.  0.  0.1 0.1 0.4 0.  0.2 0. ],0.36123599479677737,1.0
2,2,0,[0.  0.  0.5 0.  0.1 0.1 0.2 0.1 0.  0. ],0.40969100130080555,1.0
7,7,0,[0.  0.1 0.  0.  0.  0.  0.  0.9 0.  0. ],0.8588182584953924,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
2,2,0,[0.2 0.  0.7 0.  0.  0.  0.1 0.  0.  0. ],0.651774627142776,0.9999999919548098
2,2,0,[0.  0.  0.7 0.1 0.  0.  0.1 0.1 0.  0. ],0.5915686280099797,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.9 0.  0.  0.  0.  0.  0.  0.1],0.8588182584953924,0.9999999984634648
8,8,0,[0.  0.  0.  0.1 0.  0.1 0.  0.  0.8 0. ],0.7224719895935549,1.0
3,3,0,[0.  0.  0.1 0.5 0.1 0.1 0.  0.  0.2 0. ],0.40969100130080555,1.0
7,7,0,[0.  0.  0.  0.  0.3 0.1 0.  0.4 0.1 0.1],0.38396037294708363,1.0
2,2,0,[0.1 0.  0.5 0.2 0.  0.  0.  0.  0.2 0. ],0.46989700043360183,1.0
4,4,0,[0.  0.  0.1 0.  0.6 0.  0.  0.1 0.  0.2],0.5270967493629823,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
7,7,0,[0.  0.  0.  0.1 0.1 0.  0.  0.6 0.  0.2],0.5270967493629823,0.9999999998908935
8,8,0,[0.1 0.  0.3 0.  0.  0.  0.  0.1 0.5 0. ],0.4926213785839081,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
3,3,0,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],1.0,0.9973794902464224
1,1,0,[0.  0.9 0.  0.1 0.  0.  0.  0.  0.  0. ],0.8588182584953924,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
5,5,0,[0.  0.  0.  0.  0.  0.6 0.  0.  0.4 0. ],0.7077147467613712,1.0
8,8,0,[0.  0.  0.  0.1 0.  0.  0.  0.  0.9 0. ],0.8588182584953924,0.9999999999998205
2,2,0,[0.  0.  0.7 0.2 0.  0.  0.  0.1 0.  0. ],0.651774627142776,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.7 0.1 0.1 0.  0.  0.  0.1 0. ],0.5915686280099797,0.9999999999996819
2,2,0,[0.  0.  0.4 0.3 0.  0.  0.1 0.  0.1 0.1],0.38396037294708363,0.999999930833263
5,5,0,[0.  0.  0.  0.1 0.1 0.8 0.  0.  0.  0. ],0.7224719895935549,1.0
6,6,0,[0.  0.  0.1 0.2 0.  0.  0.7 0.  0.  0. ],0.651774627142776,0.9999993826400271
5,6,1,[0.  0.  0.2 0.  0.1 0.  0.5 0.  0.1 0.1],0.40969100130080555,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
9,9,0,[0.  0.  0.1 0.  0.  0.  0.  0.1 0.  0.8],0.7224719895935549,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
4,4,0,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],1.0,1.0
3,3,0,[0.  0.  0.1 0.8 0.  0.1 0.  0.  0.  0. ],0.7224719895935549,1.0
3,3,0,[0.  0.  0.  0.8 0.  0.1 0.  0.  0.  0.1],0.7224719895935549,1.0
9,9,0,[0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.9],0.8588182584953924,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
6,6,0,[0.  0.  0.1 0.  0.  0.3 0.4 0.  0.  0.2],0.4441663720798799,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0
0,0,0,[0.8 0.  0.  0.  0.  0.  0.1 0.  0.  0.1],0.7224719895935549,1.0
4,4,0,[0.  0.  0.  0.  0.7 0.  0.  0.2 0.  0.1],0.651774627142776,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
5,3,1,[0.  0.1 0.  0.4 0.2 0.2 0.  0.1 0.  0. ],0.36123599479677737,1.0
8,8,0,[0.  0.  0.3 0.  0.  0.  0.  0.  0.6 0.1],0.6100271266460848,0.9999999026554768
2,2,0,[0.  0.  0.6 0.2 0.  0.  0.  0.1 0.1 0. ],0.5270967493629823,1.0
9,9,0,[0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.9],0.8588182584953924,1.0
1,1,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
8,8,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,0.9999983715173
0,0,0,[0.8 0.  0.1 0.  0.  0.1 0.  0.  0.  0. ],0.7224719895935549,1.0
6,6,0,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0
7,7,0,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],1.0,1.0
2,2,0,[0.  0.  0.6 0.  0.  0.  0.  0.4 0.  0. ],0.7077147467613712,1.0
1,1,0,[0.  0.8 0.  0.  0.  0.  0.  0.  0.2 0. ],0.7826779887263511,1.0
0,0,0,[0.6 0.  0.  0.  0.  0.  0.  0.  0.4 0. ],0.7077147467613712,0.9323349527448405
5,5,0,[0.  0.  0.  0.  0.  0.9 0.  0.  0.1 0. ],0.8588182584953924,1.0
5,5,0,[0.  0.1 0.  0.1 0.  0.5 0.  0.1 0.1 0.1],0.3494850021680092,1.0
2,2,0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
0,0,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0
2,2,0,[0.  0.1 0.7 0.  0.  0.  0.  0.1 0.1 0. ],0.5915686280099797,1.0
2,2,0,[0.  0.  0.5 0.1 0.  0.2 0.1 0.  0.1 0. ],0.40969100130080555,1.0
0,0,0,[0.3 0.  0.  0.  0.1 0.3 0.  0.  0.1 0.2],0.34647875196459355,0.8507478376402401
2,2,0,[0.  0.  0.7 0.  0.  0.  0.  0.2 0.1 0. ],0.651774627142776,1.0
4,4,0,[0.  0.  0.  0.2 0.8 0.  0.  0.  0.  0. ],0.7826779887263511,1.0
9,4,1,[0.  0.  0.1 0.2 0.3 0.  0.  0.1 0.  0.3],0.3464787519645937,1.0
8,8,0,[0.  0.  0.  0.  0.  0.2 0.3 0.  0.5 0. ],0.5528273777167043,1.0
