Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length 1, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length 2,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
6,2490328,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.803107061,2490328.0,0.0,2490328.0,2490328.0,2490328.0,2490328.0,0.0,2490328.0,2490328.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,0.803107061,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,1597,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.5 0.5 0.  0.  0. ],0.5693234419266069,0.8947368421052632,"[('normal', 17), ('RANSOMWARE_SIMPLOCKER', 2)]",0.6154848315781719,0.5647053764429864,0.12056003300279013,57
6,132281,5,6,2019,872.0,1368,0,403.8,599.5825214,680,0,145.3333333,266.5533092,21854.99051,83.15631119,13228.1,19944.97676,50559.0,8.0,132281.0,33070.25,43701.54236,92372.0,67.0,90108.0,18021.6,24955.32695,50559.0,8.0,0,0,0,0,160.0,192.0,37.79832327,45.35798792,0,1368,354.9166667,530.4446605,281371.5379,0,0,0,0,1,0,0,0,1,387.1818182,403.8,145.3333333,160.0,0,0,0,0,0,0,5,2019,6,872,1593,426,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.1 0.  0. ],0.7980145920013804,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5820672723361922,0.8825947052878995,0.2140277607311022,54
6,31983629,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.125063982,10700000.0,18400000.0,31900000.0,13504.0,32000000.0,16000000.0,22500000.0,31900000.0,108527.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80.0,32.0,0.093797986,0.031265995,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,80.0,0,0,0,0,0,0,3,0,1,0,65535,14600,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.8074340705547505,0.9965393424085403,0.29962308256646286,59
6,13577782,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.294598926,4525927.333,7598965.723,13300000.0,12809.0,13600000.0,6788891.0,9207026.68,13300000.0,278540.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80.0,40.0,0.220949195,0.073649732,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,80.0,0,0,0,0,0,0,3,0,1,0,65535,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.1 0. ],0.7980145920013804,0.7368421052631579,"[('normal', 14), ('SMSMALWARE_FAKEINST', 2), ('ADWARE_KOODOUS', 1), ('SCAREWARE_ANDROIDDEFENDER', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.575558961887223,0.8524515720713766,0.2755008780103411,59
6,739090,3,3,749,317.0,749,0,249.6666667,432.4353516,317,0,105.6666667,183.0200353,1442.314197,8.118091166,147818.0,200420.7027,367507.0,126.0,369278.0,184639.0,260940.787,369152.0,126.0,371865.0,185932.5,259688.5009,369560.0,2305.0,0,0,0,0,80.0,72.0,4.059045583,4.059045583,0,749,152.2857143,288.4306469,83192.2381,0,0,0,1,0,0,0,0,1,177.6666667,249.6666667,105.6666667,80.0,0,0,0,0,0,0,3,749,3,317,65535,126,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RANSOMWARE_SIMPLOCKER,RANSOMWARE_SIMPLOCKER,0,[0.1 0.4 0.4 0.1 0. ],0.2584059348440358,0.15789473684210525,"[('normal', 10), ('SMSMALWARE_FAKEINST', 4), ('RANSOMWARE_SIMPLOCKER', 3), ('ADWARE_KOODOUS', 1), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.5874250773388336,-0.46878943826773767,-0.15929946500020722,54
6,30310863,7,8,1519,578.0,1231,0,217.0,455.4316634,391,0,72.25,139.6001944,69.18311762,0.494872086,2165061.643,7988646.453,29900000.0,33.0,390251.0,65041.83333,68416.8815,141686.0,510.0,30300000.0,4321684.429,11300000.0,30000000.0,33.0,0,0,0,0,160.0,168.0,0.230940307,0.263931779,0,1231,131.0625,313.8440098,98498.0625,0,0,0,1,0,0,0,0,1,139.8,217.0,72.25,160.0,0,0,0,0,0,0,7,1519,8,578,65535,336,3,20,390251.0,0.0,390251.0,390251.0,29900000.0,0.0,29900000.0,29900000.0,RANSOMWARE_SIMPLOCKER,normal,1,[0.8 0.1 0.  0.1 0. ],0.6029471813027503,0.7894736842105263,"[('normal', 15), ('RANSOMWARE_SIMPLOCKER', 2), ('SMSMALWARE_FAKEINST', 1), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.79393374148253,0.7421080802080748,0.16165913159393278,47
17,62669,1,1,33,193.0,33,33,33.0,0.0,193,193,193.0,0.0,3606.248704,31.91370534,62669.0,0.0,62669.0,62669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,15.95685267,15.95685267,33,193,86.33333333,92.37604307,8533.333333,0,0,0,0,0,0,0,0,1,129.5,33.0,193.0,32.0,0,0,0,0,0,0,1,33,1,193,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCAREWARE_ANDROIDDEFENDER,normal,1,[0.8 0.  0.  0.  0.2],0.6890824929174288,0.7368421052631579,"[('normal', 14), ('SCAREWARE_ANDROIDDEFENDER', 3), ('RANSOMWARE_SIMPLOCKER', 2)]",0.5829368044255238,0.6913420536119497,0.13851013984725227,57
6,6268,5,2,806,0.0,400,0,161.2,207.1586349,0,0,0.0,0.0,128589.6618,1116.783663,1044.666667,1011.632476,2677.0,20.0,6268.0,1567.0,1946.041966,4235.0,20.0,643.0,643.0,0.0,643.0,643.0,0,0,0,0,160.0,40.0,797.7026165,319.0810466,0,400,100.75,177.4346962,31483.07143,0,0,0,0,1,0,0,0,0,115.1428571,161.2,0.0,160.0,0,0,0,0,0,0,5,806,2,0,29,0,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.7 0.1 0.1 0.1 0. ],0.4156668105121241,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.6201219493898192,0.6648984740045748,0.08402923535769317,52
17,31336,1,1,48,246.0,48,48,48.0,0.0,246,246,246.0,0.0,9382.18024,63.82435537,31336.0,0.0,31336.0,31336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,31.91217769,31.91217769,48,246,114.0,114.3153533,13068.0,0,0,0,0,0,0,0,0,1,171.0,48.0,246.0,32.0,0,0,0,0,0,0,1,48,1,246,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.  0.1],0.7980145920013804,0.8947368421052632,"[('normal', 17), ('SCAREWARE_ANDROIDDEFENDER', 1), ('SMSMALWARE_FAKEINST', 1)]",0.5831658511796408,0.894233994852556,0.15412271103189795,59
6,16748755,16,15,1013,5138.0,526,0,63.3125,138.4830766,1418,0,342.5333333,554.1437238,367.2511778,1.850883842,558291.8333,2983150.225,16400000.0,6.0,16700000.0,1116583.667,4236127.519,16400000.0,8.0,358692.0,25620.85714,35662.85484,91588.0,6.0,0,0,0,0,520.0,488.0,0.955294886,0.895588956,0,1418,192.21875,410.682024,168659.7248,0,0,0,1,0,0,0,0,0,198.4193548,63.3125,342.5333333,520.0,0,0,0,0,0,0,16,1013,15,5138,65535,349,6,32,395522.0,0.0,395522.0,395522.0,16400000.0,0.0,16400000.0,16400000.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.8421052631578947,"[('normal', 16), ('SCAREWARE_ANDROIDDEFENDER', 1), ('ADWARE_KOODOUS', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.6851508912260766,0.9909367594620928,0.2706778153494453,53
6,14019621,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.285314418,4673207.0,8072034.68,14000000.0,2383.0,14000000.0,7009810.5,9877110.057,14000000.0,25639.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104.0,40.0,0.213985813,0.071328604,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104.0,0,0,0,0,0,0,3,0,1,0,65535,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.1 0. ],0.7980145920013804,0.7368421052631579,"[('normal', 14), ('ADWARE_KOODOUS', 2), ('SMSMALWARE_FAKEINST', 1), ('SCAREWARE_ANDROIDDEFENDER', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5880390206205997,0.789881750692353,0.3095554782113583,59
17,31482,1,1,30,75.0,30,30,30.0,0.0,75,75,75.0,0.0,3335.239184,63.52836542,31482.0,0.0,31482.0,31482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,31.76418271,31.76418271,30,75,45.0,25.98076211,675.0,0,0,0,0,0,0,0,0,1,67.5,30.0,75.0,32.0,0,0,0,0,0,0,1,30,1,75,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.1 0.  0.  0. ],0.7980145920013804,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5828590080401875,0.8852476305152228,0.16458461153128848,59
17,1345555,5,5,90,130.0,18,18,18.0,0.0,26,26,26.0,0.0,163.5013062,7.431877552,149506.1111,116094.6903,260070.0,3152.0,1129836.0,282459.0,53587.81119,362052.0,248084.0,1100623.0,275155.75,65413.93369,369640.0,221661.0,0,0,0,0,136.0,136.0,3.715938776,3.715938776,18,26,21.63636364,4.177863743,17.45454545,0,0,0,0,0,0,0,0,1,23.8,18.0,26.0,136.0,0,0,0,0,0,0,5,90,5,130,-1,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('ADWARE_KOODOUS', 1)]",0.773533224341971,0.9972498520332298,0.2261942895490342,52
6,171626,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11.65324601,171626.0,0.0,171626.0,171626.0,171626.0,171626.0,0.0,171626.0,171626.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,11.65324601,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.  0.  0.2 0. ],0.6890824929174288,0.8421052631578947,"[('normal', 16), ('RANSOMWARE_SIMPLOCKER', 1), ('ADWARE_KOODOUS', 1), ('SMSMALWARE_FAKEINST', 1)]",0.5827691915900565,0.6842198352594421,0.1313134004525834,59
6,5796168,8,9,1003,4089.0,671,0,125.375,233.8503413,1452,0,454.3333333,594.5449941,878.5114579,2.932972267,362260.5,1239936.777,4997983.0,7.0,798154.0,114022.0,134759.7803,270733.0,105.0,5564711.0,695588.875,1743520.807,5000207.0,7.0,0,0,0,0,180.0,200.0,1.380222243,1.552750024,0,1452,282.8888889,469.9012273,220807.1634,0,0,0,1,0,0,0,0,1,299.5294118,125.375,454.3333333,180.0,0,0,0,0,0,0,8,1003,9,4089,65535,16775,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.1 0. ],0.7980145920013804,1.0,"[('normal', 19)]",0.5825595270710657,0.8870551710306738,0.30247307605062296,50
17,48107,1,1,27,75.0,27,27,27.0,0.0,75,75,75.0,0.0,2120.273557,41.57399131,48107.0,0.0,48107.0,48107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,20.78699566,20.78699566,27,75,43.0,27.71281292,768.0,0,0,0,0,0,0,0,0,1,64.5,27.0,75.0,32.0,0,0,0,0,0,0,1,27,1,75,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.7 0.1 0.  0.  0.2],0.5018021221268029,0.7894736842105263,"[('normal', 15), ('ADWARE_KOODOUS', 3), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.5828248314662127,0.6973923568052331,0.11503623918024852,59
6,2678439,37,68,2328,89576.0,1037,0,62.91891892,238.050459,1418,0,1317.294118,313.9477121,34312.52308,39.20193814,25754.22115,198986.1403,2014875.0,1.0,2678439.0,74401.08333,336041.2907,2014875.0,5.0,2636677.0,39353.38806,257729.1172,2092928.0,12.0,0,0,0,0,1192.0,2184.0,13.8140163,25.38792185,0,1418,867.0188679,669.7952207,448625.6377,0,0,0,1,0,0,0,0,1,875.2761905,62.91891892,1317.294118,1192.0,0,0,0,0,0,0,37,2328,68,89576,65535,383,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.6 0.  0.  0.1 0.3],0.44207495180802947,0.8421052631578947,"[('normal', 16), ('SCAREWARE_ANDROIDDEFENDER', 2), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5951410374059448,0.6070244293991511,0.22330732953090268,59
17,4290860,1,1,30,185.0,30,30,30.0,0.0,185,185,185.0,0.0,50.10650546,0.466107027,4290860.0,0.0,4290860.0,4290860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,32.0,0.233053514,0.233053514,30,185,81.66666667,89.48929172,8008.333333,0,0,0,0,0,0,0,0,1,122.5,30.0,185.0,40.0,0,0,0,0,0,0,1,30,1,185,-1,-1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.1 0.  0.1 0. ],0.6029471813027503,0.8421052631578947,"[('normal', 16), ('ADWARE_KOODOUS', 2), ('RANSOMWARE_SIMPLOCKER', 1)]",0.6395119046874669,0.6618833271519123,0.2697716472388943,57
17,50695,1,1,33,76.0,33,33,33.0,0.0,76,76,76.0,0.0,2150.113423,39.45162245,50695.0,0.0,50695.0,50695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,19.72581122,19.72581122,33,76,47.33333333,24.82606158,616.3333333,0,0,0,0,0,0,0,0,1,71.0,33.0,76.0,32.0,0,0,0,0,0,0,1,33,1,76,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.1 0.  0.  0. ],0.7980145920013804,1.0,"[('normal', 19)]",0.5828184932376652,0.8730037895961085,0.16470318145793658,59
6,5618397,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.355973421,5618397.0,0.0,5618397.0,5618397.0,5618397.0,5618397.0,0.0,5618397.0,5618397.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,0.355973421,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,2635,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.1 0.  0.  0. ],0.7980145920013804,0.8421052631578947,"[('normal', 16), ('RANSOMWARE_SIMPLOCKER', 2), ('SMSMALWARE_FAKEINST', 1)]",0.8316876132854721,0.7614589141889014,0.18505643343623598,58
6,210896,14,16,1077,5508.0,439,0,76.92857143,129.0983312,1418,0,344.25,546.0572009,31223.9208,142.2502086,7272.275862,12060.68248,36840.0,5.0,174329.0,13409.92308,18584.14357,55840.0,30.0,174056.0,11603.73333,18474.71746,48157.0,5.0,0,0,0,0,456.0,520.0,66.3834307,75.86677794,0,1418,212.4193548,419.1077645,175651.3183,0,0,0,1,0,0,0,0,1,219.5,76.92857143,344.25,456.0,0,0,0,0,0,0,14,1077,16,5508,65535,357,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5849929652451191,0.9927770865957262,0.2788723838318797,53
17,97608,1,1,35,227.0,35,35,35.0,0.0,227,227,227.0,0.0,2684.206213,20.49012376,97608.0,0.0,97608.0,97608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,10.24506188,10.24506188,35,227,99.0,110.8512517,12288.0,0,0,0,0,0,0,0,0,1,148.5,35.0,227.0,32.0,0,0,0,0,0,0,1,35,1,227,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.6 0.  0.  0.  0.4],0.5818343399209484,0.8421052631578947,"[('normal', 16), ('SCAREWARE_ANDROIDDEFENDER', 3)]",0.5829349508675141,0.7159835710988938,0.11858203531511036,58
6,23451,1,2,0,23.0,0,0,0.0,0.0,23,0,11.5,16.26345597,980.7684107,127.9263144,11725.5,16539.93472,23421.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,0,0,0,0,32.0,64.0,42.64210481,85.28420963,0,23,5.75,11.5,132.25,0,0,0,0,1,1,0,0,2,7.666666667,0.0,11.5,32.0,0,0,0,0,0,0,1,0,2,23,1537,2477,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.  0.2 0.  0. ],0.6890824929174288,0.9473684210526315,"[('normal', 18), ('SMSMALWARE_FAKEINST', 1)]",0.5829441138217102,0.7612421769838025,0.14018614201644047,59
17,1333,1,1,42,102.0,42,42,42.0,0.0,102,102,102.0,0.0,108027.0068,1500.375094,1333.0,0.0,1333.0,1333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.0,20.0,750.1875469,750.1875469,42,102,62.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,93.0,42.0,102.0,20.0,0,0,0,0,0,0,1,42,1,102,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.  0.1],0.7980145920013804,0.8947368421052632,"[('normal', 17), ('SCAREWARE_ANDROIDDEFENDER', 2)]",0.606725308221477,0.7986294331662396,0.1810652740733898,57
6,19494941,13,11,444,4239.0,202,0,34.15384615,57.19097562,1418,0,385.3636364,594.317806,240.2161669,1.231088619,847606.1304,4020583.63,19300000.0,13.0,19500000.0,1624578.417,5567842.235,19300000.0,73.0,166657.0,16665.7,21523.13358,48641.0,13.0,0,0,0,0,424.0,360.0,0.666839669,0.564248951,0,1418,187.32,425.3864635,180953.6433,0,0,0,1,0,0,0,0,0,195.125,34.15384615,385.3636364,424.0,0,0,0,0,0,0,13,444,11,4239,65535,340,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.1 0.  0. ],0.7980145920013804,0.6842105263157895,"[('normal', 13), ('SCAREWARE_ANDROIDDEFENDER', 4), ('ADWARE_KOODOUS', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5670183754751027,0.8964618299553113,0.27938266953673846,55
6,38047458,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.05256593,38000000.0,0.0,38000000.0,38000000.0,38000000.0,38000000.0,0.0,38000000.0,38000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52.0,0.0,0.05256593,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,52.0,0,0,0,0,0,0,2,0,0,0,3027,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.2 0.  0.  0. ],0.6890824929174288,0.9473684210526315,"[('normal', 18), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.9999999999999994,0.8327048336795695,0.23889279810747555,59
17,515276,1,1,29,84.0,29,29,29.0,0.0,84,84,84.0,0.0,219.299948,3.881415009,515276.0,0.0,515276.0,515276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.0,32.0,1.940707504,1.940707504,29,84,47.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,71.0,29.0,84.0,20.0,0,0,0,0,0,0,1,29,1,84,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.1 0. ],0.7980145920013804,0.8421052631578947,"[('normal', 16), ('ADWARE_KOODOUS', 3)]",0.5826295343699593,0.8376608323819664,0.17171670448563514,59
6,11559410,2,0,62,0.0,31,31,31.0,0.0,0,0,0.0,0.0,5.363595547,0.173019211,11559410.0,0.0,11559410.0,11559410.0,11559410.0,11559410.0,0.0,11559410.0,11559410.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64.0,0.0,0.173019211,0.0,31,31,31.0,0.0,0.0,0,1,0,0,1,1,0,0,0,46.5,31.0,0.0,64.0,0,0,0,0,0,0,2,62,0,0,1387,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMSMALWARE_FAKEINST,normal,1,[0.7 0.2 0.  0.1 0. ],0.5018021221268029,0.8421052631578947,"[('normal', 16), ('ADWARE_KOODOUS', 2), ('RANSOMWARE_SIMPLOCKER', 1)]",0.9936390242600152,0.6961311160653868,0.15916644797252896,58
6,3336347,7,5,3267,318.0,1460,0,466.7142857,634.0156976,150,0,63.6,74.17074895,1074.528519,3.59674818,303304.2727,746444.4673,2525764.0,7.0,3072414.0,512069.0,994633.7679,2525764.0,7.0,3076693.0,769173.25,1353286.365,2788990.0,31.0,0,0,0,0,160.0,112.0,2.098103105,1.498645075,0,1460,275.7692308,499.1833587,249184.0256,0,0,0,1,0,0,0,0,0,298.75,466.7142857,63.6,160.0,0,0,0,0,0,0,7,3267,5,318,65535,169,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.8947368421052632,"[('normal', 17), ('RANSOMWARE_SIMPLOCKER', 1), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.5924186661305428,0.9865297000246573,0.3436527809798828,53
6,114056,2,3,61,0.0,61,0,30.5,43.13351365,0,0,0.0,0.0,534.8249982,43.83811461,28514.0,50769.64784,104371.0,8.0,114056.0,114056.0,0.0,114056.0,114056.0,117.0,58.5,71.4177849,109.0,8.0,0,0,0,0,64.0,108.0,17.53524584,26.30286877,0,61,10.16666667,24.90314572,620.1666667,0,0,0,0,1,1,0,0,1,12.2,30.5,0.0,64.0,0,0,0,0,0,0,2,61,3,0,114,1546,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.1 0.  0.1 0. ],0.6029471813027503,0.9473684210526315,"[('normal', 18), ('ADWARE_KOODOUS', 1)]",0.5832531038067128,0.7219627998783802,0.1234505727287799,56
17,31423,1,1,32,195.0,32,32,32.0,0.0,195,195,195.0,0.0,7224.007892,63.64764663,31423.0,0.0,31423.0,31423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,32.0,31.82382331,31.82382331,32,195,86.33333333,94.10809388,8856.333333,0,0,0,0,0,0,0,0,1,129.5,32.0,195.0,40.0,0,0,0,0,0,0,1,32,1,195,-1,-1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.583048751714726,0.9826996172013162,0.1901263686419139,57
6,43033,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46.47596031,43033.0,0.0,43033.0,43033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,23.23798015,23.23798015,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32.0,0,0,0,0,0,0,1,0,1,0,1637,357,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.  0.1],0.7980145920013804,0.8421052631578947,"[('normal', 16), ('RANSOMWARE_SIMPLOCKER', 2), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.5828030031748459,0.822802759434653,0.15874108810055385,59
6,57146831,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.069995132,19000000.0,32800000.0,56900000.0,2041.0,57100000.0,28600000.0,40100000.0,56900000.0,226002.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80.0,32.0,0.052496349,0.017498783,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,80.0,0,0,0,0,0,0,3,0,1,0,65535,14600,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.9999938499816399,0.9886889239687299,0.26654803431280866,59
