Raw Read Error Rate,SpinUpTime,Reallocated Sector Count,Seek Error Rate,Power on Hours,Reported Uncorrectable Error,High Fly Writes,Temperature Celsius,Hardware ECC Recovered,Current Pending Sector,Reallocated Sectors Count,Current Pending Sectors counts,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
0.451613,1.0,-1.0,0.585366,-0.263158,1.0,0.89899,-0.485714,-0.247312,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9977679688017815,0.9223968027988015,9
0.290323,1.0,1.0,0.536585,0.052632,1.0,0.757576,-0.542857,-0.290323,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999929268,0.9991204905090854,0.9581424070539365,10
0.0,1.0,1.0,0.536585,0.052632,1.0,0.919192,-0.485714,-0.182796,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999779311,0.9996133464155719,0.9633797126554722,9
0.129032,1.0,1.0,0.536585,0.157895,1.0,0.878788,-0.6,-0.333333,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999651812,0.9996463782445062,0.9620160155754989,9
0.387097,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.6,-0.225806,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999960124,0.9978201074991375,0.9534072715996453,10
0.096774,1.0,-1.0,0.585366,-0.368421,1.0,0.89899,-0.314286,-0.182796,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9918853612616658,0.9118015711419146,10
-0.064516,0.851852,1.0,0.02439,1.0,1.0,1.0,-0.828571,-0.634409,1.0,-1.0,-1.0,fail,fail,0,[0.1 0.9],0.5310044064107188,0.42105263157894735,"[('normal', 11), ('fail', 8)]",1.0,0.7286750636489514,0.1847893536941221,10
0.322581,1.0,1.0,0.609756,0.157895,1.0,0.979798,-0.657143,-0.096774,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999948346,0.9978623120114207,0.9659960125086114,9
0.451613,1.0,1.0,0.414634,0.578947,1.0,0.757576,0.657143,-0.096774,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999947,0.9965625393670052,0.9993100645369736,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,0.919192,-0.6,-0.096774,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999971598,0.9978980869054794,0.9526681109364521,10
0.419355,0.555556,1.0,0.585366,-0.368421,1.0,0.89899,-0.657143,-0.16129,1.0,-0.999055,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",0.9999999988517879,0.9975372224580497,0.931964951632175,9
0.483871,0.62963,1.0,0.487805,0.368421,1.0,1.0,-0.771429,-0.032258,1.0,-0.995747,-1.0,fail,fail,0,[0. 1.],1.0,0.8947368421052632,"[('fail', 17), ('normal', 2)]",0.9690311535273474,0.9975791850592941,0.28852665135178557,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.737374,-0.485714,-0.182796,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999976966,0.9995696981204674,0.9638650577427645,9
0.419355,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.142857,-0.16129,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999997641,0.9992199603002518,0.9838740714877346,9
0.451613,1.0,1.0,0.512195,0.157895,1.0,0.959596,-0.314286,-0.225806,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999987297,0.9987931430805475,0.9783474417084008,10
0.193548,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.225806,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999936254,0.9991865865886211,0.9508612680752856,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,0.515152,-0.657143,-0.11828,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999971121,0.9986786560621113,0.9514727923831258,10
0.096774,1.0,0.373737,0.512195,0.157895,1.0,1.0,-0.657143,-0.096774,1.0,-0.387051,-1.0,normal,normal,0,[0.9 0.1],0.5310044064107188,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.9999648484308493,0.7395140993834857,0.6376995002510405,10
0.451613,0.481481,1.0,0.487805,0.157895,1.0,1.0,-0.657143,-0.075269,1.0,-1.0,-1.0,fail,fail,0,[0. 1.],1.0,0.7894736842105263,"[('fail', 15), ('normal', 4)]",0.9999999999999908,0.9870240762829781,0.8918103001587682,10
0.225806,1.0,1.0,0.536585,0.052632,1.0,-0.050505,-0.657143,-0.16129,1.0,-0.992439,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999976927,0.9978419344406575,0.9578906924509597,9
0.419355,1.0,1.0,0.609756,0.052632,1.0,0.979798,-0.6,-0.225806,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999921855,0.9971449614968151,0.9594968509560898,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.182796,1.0,-0.992439,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999966416,0.997991485754028,0.9440743128150196,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.717172,-0.542857,-0.16129,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999997724,0.9992221827269532,0.959666904158194,9
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.878788,-0.485714,-0.139785,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999979443,0.9994473158731125,0.9629742118068605,8
0.419355,1.0,1.0,0.536585,0.052632,1.0,0.919192,-0.6,-0.16129,1.0,-0.995747,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999971129,0.997655629646033,0.9517002403545934,9
0.387097,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,0.010753,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999944948,0.999287869897671,0.9532352782801694,10
0.387097,1.0,1.0,0.487805,0.578947,1.0,0.979798,-0.085714,-0.204301,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.9999999999824282,0.9990698173642159,0.9958453389438446,10
0.193548,1.0,1.0,0.560976,0.052632,1.0,0.959596,-0.6,-0.075269,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999950901,0.9979914349969476,0.9564590175144195,10
0.322581,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.096774,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999973044,0.999210653710179,0.9520658823860222,9
0.290323,1.0,1.0,0.609756,0.052632,1.0,1.0,-0.142857,-0.268817,1.0,-0.996692,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999990177,0.9988543341169134,0.9857794205540072,10
0.290323,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.714286,-0.096774,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999963705,0.9932874036021531,0.9398470712013668,10
0.258065,1.0,0.979798,0.536585,0.052632,1.0,1.0,-0.542857,-0.010753,1.0,-0.977788,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999995477,0.9949439452029765,0.9572134288874059,10
0.354839,1.0,1.0,0.609756,0.157895,1.0,1.0,-0.485714,-0.075269,1.0,-0.994802,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999968142,0.9996961989090778,0.9769018128615459,9
0.354839,1.0,-1.0,0.585366,-0.894737,0.939394,0.89899,-0.657143,-0.204301,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9975280989892781,0.9894430898359872,10
0.419355,1.0,1.0,0.536585,0.157895,1.0,0.979798,-0.657143,-0.225806,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999959326,0.998721253243275,0.956241871618893,10
0.419355,1.0,0.979798,0.536585,0.157895,1.0,1.0,-0.485714,-0.225806,1.0,-0.965974,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999975234,0.9977837847545743,0.9683266938834058,9
0.387097,1.0,1.0,0.560976,0.052632,1.0,0.69697,0.028571,-0.225806,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999362,0.9986464867834002,0.9900961863401233,10
0.354839,1.0,1.0,0.512195,0.157895,1.0,0.919192,-0.485714,-0.16129,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999981427,0.99956746128737,0.9691167284623186,8
0.419355,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.428571,-0.182796,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999983719,0.9995710380899254,0.9661749674231346,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.676768,-0.657143,-0.11828,1.0,-0.996692,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999970748,0.9990978222340345,0.9495416161274196,10
0.258065,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.485714,-0.010753,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999963004,0.9994563671061769,0.9661299175177928,9
0.096774,0.555556,-0.737374,0.585366,-0.684211,0.89899,0.818182,-0.657143,-0.741935,1.0,0.666352,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9984715295722708,0.9993255028934812,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,-1.0,-0.371429,-0.075269,1.0,-0.995747,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999999921,0.9995104664121754,0.9834453655324936,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.714286,-0.096774,1.0,-0.995747,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999964748,0.9927642494440079,0.9387179437763166,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.959596,-0.657143,-0.139785,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999965561,0.9970116436015815,0.9454070330602945,10
0.419355,1.0,0.818182,0.536585,0.052632,1.0,0.959596,-0.714286,-0.354839,1.0,-0.824669,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999998974323,0.9719621874392033,0.9159082923998653,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.268817,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999940946,0.9990207526134327,0.9495107431883554,10
0.290323,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.714286,-0.16129,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999963269,0.9955472485162318,0.9386067527377664,9
0.387097,1.0,1.0,0.390244,0.578947,1.0,0.878788,-0.6,-0.11828,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999934208046,0.9989359843311831,0.9808042292825543,9
0.387097,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.314286,-0.11828,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999992804,0.9998377335286932,0.9742992636673385,10
0.451613,0.62963,0.777778,0.585366,-0.263158,-0.292929,0.959596,-0.657143,-0.333333,1.0,-0.77552,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9994093502755277,0.9148330559336567,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.485714,-0.075269,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999977612,0.9995868122496177,0.9625611408231759,9
0.193548,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.257143,-0.182796,1.0,-0.991021,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999990645,0.9994878654833883,0.9772839825559773,10
0.064516,0.555556,0.131313,0.487805,0.052632,0.535354,0.818182,-0.6,-0.225806,1.0,-0.162098,-0.997753,fail,fail,0,[0. 1.],1.0,0.5263157894736842,"[('fail', 10), ('normal', 9)]",1.0,0.997175537282601,0.9807049336159862,10
0.419355,1.0,-1.0,0.585366,-0.578947,1.0,1.0,-0.542857,-0.182796,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9923876617103815,0.9669928752042364,10
0.0,1.0,1.0,0.536585,0.052632,1.0,0.838384,-0.6,-0.032258,1.0,-0.996219,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999959096,0.9989875343162566,0.9557274788146399,10
0.193548,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.371429,-0.010753,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999970541,0.9993636520230211,0.9740792065115222,10
0.322581,1.0,1.0,0.536585,0.157895,1.0,0.979798,-0.6,-0.333333,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999868765,0.99965094649815,0.9604628241475747,9
0.225806,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.6,-0.139785,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999964106,0.999176385870669,0.9521082174509822,10
0.290323,1.0,1.0,0.536585,0.052632,1.0,0.212121,-0.371429,-0.247312,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999985384,0.999431380070746,0.9757041548667114,10
0.322581,0.555556,-1.0,0.609756,-0.368421,0.919192,0.89899,-0.885714,-0.182796,1.0,0.935255,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.9985708909807727,0.9993086721345397,9
0.16129,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.2,-0.053763,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999991714,0.9997552090790123,0.9810727398727916,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.485714,-0.11828,1.0,-0.996692,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999981615,0.9997174680756871,0.961932650008202,9
0.322581,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.16129,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999968661,0.9986745570786297,0.9451038706954016,8
0.451613,-0.481481,1.0,0.439024,0.263158,1.0,1.0,-0.371429,-0.053763,1.0,-0.994329,-1.0,fail,fail,0,[0. 1.],1.0,1.0,"[('fail', 19)]",1.0,0.994383305311203,0.9999136642358716,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.485714,0.053763,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999925159,0.9996264167421032,0.9637350958869,9
0.387097,1.0,1.0,0.560976,0.052632,1.0,0.454545,-0.257143,-0.096774,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999995264,0.999006167287007,0.9822890232783029,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.414141,-0.657143,-0.16129,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999972915,0.9985529487021267,0.9523354927933781,9
0.354839,1.0,1.0,0.536585,0.052632,1.0,0.89899,-0.257143,-0.268817,1.0,-0.985822,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999988595,0.9981789314188063,0.9767203009056177,10
0.096774,1.0,0.979798,0.536585,0.052632,1.0,0.959596,-0.657143,-0.204301,1.0,-0.971645,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999860454,0.9949208577163517,0.9435944477717149,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.247312,1.0,-0.996219,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999946397,0.9947511227801442,0.9434529839233557,10
0.064516,1.0,1.0,0.536585,0.052632,1.0,0.69697,-0.657143,-0.075269,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999837244,0.9992212397046387,0.9510637996316822,10
0.258065,1.0,1.0,0.536585,0.157895,1.0,0.959596,-0.542857,-0.225806,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999965937,0.9996585250773933,0.9665401486130817,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.657143,-0.290323,1.0,-0.989603,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999911064,0.992940810509026,0.9426027914572717,10
-0.16129,1.0,1.0,0.512195,0.052632,1.0,1.0,-0.2,-0.11828,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999415728,0.9990896659437567,0.9796968929877914,10
0.290323,0.62963,-0.050505,0.463415,0.263158,0.777778,0.838384,-0.085714,-0.182796,1.0,0.022212,-0.993258,fail,fail,0,[0.1 0.9],0.5310044064107188,0.42105263157894735,"[('normal', 11), ('fail', 8)]",1.0,0.7617325172254268,0.6456066229605234,11
0.290323,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.371429,-0.182796,1.0,-0.991493,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999987609,0.9996564928151201,0.9700548777683041,10
0.290323,1.0,1.0,0.536585,0.052632,1.0,0.979798,-0.6,-0.16129,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999997066,0.9989955195924267,0.951546349882919,9
0.387097,1.0,1.0,0.609756,0.052632,1.0,1.0,-0.485714,-0.053763,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999995875,0.9995096258353442,0.970020689002938,9
0.096774,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.485714,-0.204301,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999917326,0.9993032650090754,0.9646611722363468,9
0.387097,1.0,1.0,0.536585,0.157895,1.0,1.0,-0.6,-0.268817,1.0,-0.997164,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999948558,0.9997064723575022,0.9607528786465397,10
0.354839,1.0,1.0,0.512195,0.157895,1.0,1.0,-0.428571,-0.225806,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999979731,0.9991900686873123,0.9717842257380366,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.542857,-0.11828,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999978361,0.9996250883850735,0.9571419430707868,10
0.354839,1.0,1.0,0.414634,0.578947,1.0,0.959596,-0.657143,-0.096774,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999973690472,0.9879833199083805,0.9793389781066271,10
0.451613,1.0,0.979798,0.536585,0.052632,1.0,1.0,-0.142857,-0.139785,1.0,-0.974953,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999997553,0.9995644583250396,0.9818116985368076,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,-0.090909,-0.257143,0.010753,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999993792,0.9995617656095419,0.9840613436140594,10
0.193548,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.371429,-0.032258,1.0,-0.99811,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999976253,0.9997858803253621,0.9718142557606169,10
0.193548,1.0,1.0,0.536585,0.157895,1.0,0.777778,-0.714286,-0.225806,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999929361,0.9989659533603117,0.9538294508642925,10
0.258065,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.032258,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999955987,0.9995369371026754,0.9531320254597974,10
0.225806,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.053763,1.0,-0.996692,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999956143,0.9994643054669723,0.9528238620499697,10
0.387097,1.0,1.0,0.560976,0.052632,1.0,0.535354,-0.085714,-0.247312,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999999778,0.9987422712147236,0.9874239373906303,10
0.129032,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.371429,-0.16129,1.0,-0.990548,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999970879,0.9990749825374223,0.9727233657699141,9
0.354839,1.0,1.0,0.560976,0.052632,1.0,1.0,-0.6,-0.096774,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999997286,0.9980078553780913,0.9552003336314531,10
0.451613,1.0,1.0,0.560976,0.052632,1.0,0.878788,-0.257143,-0.139785,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999993984,0.9987621761392802,0.979632026092926,9
0.322581,1.0,1.0,0.512195,0.157895,1.0,0.979798,-0.657143,-0.247312,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999944763,0.9983960032695904,0.9532833896665732,9
0.096774,1.0,1.0,0.536585,0.157895,1.0,1.0,-0.657143,-0.247312,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999833141,0.9993017343222164,0.9568202864234577,10
0.032258,1.0,1.0,0.536585,0.052632,1.0,0.838384,-0.485714,-0.032258,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999816209,0.9997777334938291,0.9655461187320361,9
0.0,1.0,1.0,0.536585,0.052632,1.0,-0.090909,-0.314286,-0.247312,1.0,-0.996692,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999926655,0.9993611385580152,0.98089614260459,10
0.451613,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.657143,-0.075269,1.0,-0.997637,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999962352,0.9983482854440808,0.9457185709543744,10
0.290323,1.0,0.676768,0.536585,0.052632,1.0,1.0,-0.371429,-0.182796,1.0,-0.687618,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999932114,0.9995680081192404,0.9479377622971435,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.542857,-0.16129,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999999999997608,0.9992038501077332,0.9565627207356114,9
0.322581,0.777778,1.0,0.463415,0.263158,1.0,1.0,-0.542857,-0.16129,1.0,-0.999527,-1.0,fail,fail,0,[0. 1.],1.0,0.631578947368421,"[('fail', 12), ('normal', 7)]",0.999999117227054,0.9954025726765394,-0.8568704234287542,8
0.387097,1.0,1.0,0.560976,0.052632,1.0,0.959596,-0.2,-0.096774,1.0,-0.999527,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999996492,0.9992520093801431,0.9821303255833329,10
0.387097,1.0,1.0,0.536585,0.157895,1.0,0.919192,-0.542857,-0.290323,1.0,-0.982987,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999942406,0.9985646866261959,0.9653514552204304,10
0.0,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.714286,-0.139785,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999643305,0.9950962867587805,0.9401803231379556,10
0.387097,1.0,1.0,0.536585,0.052632,1.0,0.636364,-0.657143,-0.225806,1.0,-0.982042,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999956473,0.9960286784917116,0.9474091788684729,10
0.354839,1.0,1.0,0.536585,0.052632,1.0,0.89899,-0.085714,-0.16129,1.0,-0.998582,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999998678,0.9996433355263434,0.9853028976853598,9
0.322581,1.0,1.0,0.536585,0.157895,1.0,1.0,-0.142857,-0.204301,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999997665,0.9998862441570964,0.9868034207566513,9
0.193548,1.0,1.0,0.439024,0.578947,1.0,0.979798,-0.314286,0.053763,1.0,-1.0,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999984028822,0.9981952433008701,0.9921592038267555,10
0.16129,1.0,1.0,0.536585,0.052632,1.0,1.0,-0.6,-0.075269,1.0,-0.999055,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999941301,0.9993958410923369,0.9529346096913051,10
0.419355,1.0,1.0,0.536585,0.052632,1.0,0.959596,-0.657143,-0.11828,1.0,-0.993384,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999968685,0.996864863904193,0.9454571409972572,10
0.193548,1.0,1.0,0.536585,0.052632,1.0,0.939394,-0.657143,-0.311828,1.0,-0.996219,-1.0,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999799594,0.9937379341572523,0.9441214596179911,10
