Duration,Fwd_Status,Serv_Type,Pkt_Exchanged,Byte_Exchanged,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
4.636,0,0,26,17872,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997934341148633,0.9417519808379643,3
3.06,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9534801251317533,0.9982605477372568,0.2770264052051257,4
10.984,0,0,6,724,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999988867056993,0.9990353064107351,0.2786232775440974,4
16.776,0,0,28,13907,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997897338328312,0.9356197440227841,4
2.892,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9580386923793147,0.9993038835617127,0.27586447945562553,4
0.584,0,0,6,438,anomaly-spam,anomaly-spam,0,[0. 0. 0. 1. 0. 0.],1.0,0.47368421052631576,"[('normal', 10), ('anomaly-spam', 9)]",0.5151973367964079,0.9777956622367958,-0.3402387397522036,4
0.0,0,0,1,75,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9852924412369589,0.9973643311290357,0.24183545158041753,4
0.0,0,0,1,48,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.8421052631578947,"[('normal', 16), ('scan44', 3)]",0.9167197480307138,0.997318918316846,0.20727114192513266,4
9.952,0,40,11,1597,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999997921089336,0.9998223904931476,0.9668008640998007,3
0.344,0,0,18,1337,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9996052661393804,0.9821553657050924,0.2650914573565519,4
0.0,0,0,1,78,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9854969411559393,0.9962665074599035,0.24280938144822173,4
3.58,0,0,86,9525,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997934341148633,0.9005576251286586,4
14.064,0,0,12,1826,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999910843714,0.9996869726276201,0.948410639911249,2
0.244,0,72,2,196,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999982912402431,0.9992816335463282,0.9739610563593848,4
0.136,0,0,3,337,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5578574041624893,0.9981617583787099,0.32738903725628987,4
0.0,0,0,1,75,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9852924412369589,0.9973643311290357,0.24183545158041753,4
5.596,0,0,154,11716,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997934341148633,0.887902986857399,3
2.696,0,0,8,712,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.47270375477939036,0.9972660321180367,0.3593057367500034,3
0.0,0,26,1,60,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.4387143985935117,0.9989941247826781,0.3790852585908138,4
3.116,0,0,12,1051,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8752443236963483,0.9991420934602879,0.2935618268678661,3
3.524,0,0,16,3141,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9641271146803294,0.9997574275719545,0.937888050672429,2
0.0,0,0,1,64,normal,normal,0,[0.92070707 0.         0.         0.         0.         0.07929293],0.8453815599070637,1.0,"[('normal', 19)]",0.9843629433170863,0.8459320500380124,0.20507086045819514,4
9.272,0,0,3,228,normal,normal,0,[0.9 0.  0.  0.  0.1 0. ],0.8185677380393563,1.0,"[('normal', 19)]",0.9993423629453871,0.9082611450859088,0.24633814538698606,4
0.0,0,0,1,126,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9864063963183091,0.9945311534362193,0.24679454555157168,4
1.272,0,72,12,2849,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9989791303197473,0.9997601574720415,0.9758481638531519,2
0.0,0,72,1,76,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999924731744299,0.9992371026211413,0.9737250309307893,4
0.0,0,0,1,119,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9865319612237166,0.9942746609564077,0.24635293205308853,4
15.808,0,40,10,753,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999998,0.9992167319410964,0.9671499274325273,3
1.344,0,40,37,2161,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9993412882346391,0.9620659692765491,3
0.176,0,2,2,538,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5271271256947365,0.9807254992847029,0.3460229117504432,4
0.0,0,0,1,76,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9853628204545769,0.9951719162655701,0.24220838739380493,4
2.86,0,72,2,112,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.99998668134087,0.9997104545016089,0.9750715884940431,4
15.588,0,0,9,1681,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.9999999999879805,0.999723686274391,0.9489197175191659,2
3.844,0,0,2,80,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9126174952504632,0.9991045326939927,0.28460490993085136,4
0.0,0,0,1,82,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9857393548052544,0.9962665074599035,0.24361508421975106,4
6.196,0,0,11,4040,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9510196834894401,0.9998089054627022,0.8646143782430838,1
50.428,0,0,13,2690,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.999702994783292,0.9581271131748968,2
9.468,0,0,7,1431,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9995470752384766,0.9995424348516364,0.2795448411315894,3
0.0,0,0,2,200,dos,dos,0,[0. 0. 1. 0. 0. 0.],1.0,1.0,"[('dos', 19)]",0.9742130255940469,0.9840779762877135,-0.2508620743124235,4
9.4,0,0,13,6824,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999992253208961,0.9997447350103399,0.9014757551271906,2
4.4,0,0,5,656,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.43200038725143985,0.9990731519821272,0.3686619903664614,3
2.704,0,0,51,5643,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997292794925123,0.8781696070923682,3
100.488,0,8,11,2684,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997980873725834,0.970605962887627,1
0.0,0,0,1,59,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9838382718261033,0.9959372234089956,0.21857795617799344,4
0.0,0,0,1,110,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9865659847119289,0.9942746609564077,0.2457937123080719,4
0.0,0,0,1,92,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9862029751266588,0.9867748344798917,0.24463829733711215,4
0.0,0,0,1,285,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.5263157894736842,"[('normal', 10), ('nerisbotnet', 9)]",0.9138233470048192,0.998622892507831,0.2666671300197402,4
4.332,0,0,8,1991,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6198534446751777,0.9996503563478034,0.3402494131003464,1
0.008,0,0,12,913,normal,normal,0,[0.8 0.  0.2 0.  0.  0. ],0.7207200898713394,1.0,"[('normal', 19)]",0.9583662131937307,0.8514931957875611,0.21904881401304263,3
0.26,0,0,9,1361,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8161623350945709,0.9992186730652713,0.2990312288060239,3
0.436,0,24,5,454,normal,normal,0,[0.9 0.  0.  0.1 0.  0. ],0.8185677380393563,0.8947368421052632,"[('normal', 17), ('anomaly-spam', 2)]",0.9419915335843175,0.792435418840547,0.26502745034762,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
9.256,0,0,4,275,normal,normal,0,[0.8 0.  0.  0.  0.2 0. ],0.7207200898713394,0.5263157894736842,"[('normal', 10), ('nerisbotnet', 9)]",0.9994481672697413,0.8534596616713872,0.2300071277683798,4
3.36,0,0,21,1122,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999937562522731,0.9986240532552322,0.27146280761796543,4
0.0,0,0,1,85,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.985899308604924,0.9955883939102682,0.2440129804894203,4
2.988,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9555291530683969,0.9988481551450171,0.2765169156387826,4
0.748,0,0,10,852,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.799492048757754,0.9982533665415714,0.29906579279630335,3
0.648,0,2,3,734,normal,normal,0,[0.8 0.  0.  0.  0.  0.2],0.7207200898713394,1.0,"[('normal', 19)]",0.5132321925994027,0.8393781994539118,0.30509133580929376,4
0.748,0,40,10,4249,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997015935233008,0.9461328769424115,2
3.064,0,72,9,2131,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9877123229841321,0.9992556642213729,0.9744651655743297,2
0.292,0,0,4,921,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5373329344773041,0.9992393055822599,0.3436376298584789,4
0.0,0,104,1,77,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999996231,0.995394542338938,0.9828602179978798,4
11.908,0,0,10,3113,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999990923758411,0.9998118807054466,0.9490972351556133,2
2.132,0,0,17,1817,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9976035941696341,0.9993341019048958,0.273591416444826,3
0.604,0,0,11,1345,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9311927303314412,0.9974609600400648,0.280548639973262,3
1.272,0,0,12,3448,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8542252706162959,0.9997660485105463,0.8515017267161289,2
0.8,0,0,8,458,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.7894736842105263,"[('normal', 15), ('anomaly-spam', 4)]",0.5565312465416851,0.9969020591305953,0.33409412170803293,3
10.112,0,0,26,23988,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997897338328312,0.9485549459976171,4
0.044,0,0,3,224,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9425309607132665,0.9954356800122552,0.2563389067906933,4
2.624,0,0,5,795,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.4619729154523621,0.9970129055985247,0.36204030319315456,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,60,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.983948751492388,0.9956190559441238,0.22141721167131492,4
0.216,0,0,6,1688,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.7800379558727034,0.9955946282776242,0.30745278175226853,3
0.164,0,24,8,624,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9265672193189517,0.9947285073356279,0.29764748831222504,3
0.0,0,0,1,64,normal,normal,0,[0.92070707 0.         0.         0.         0.         0.07929293],0.8453815599070637,1.0,"[('normal', 19)]",0.9843629433170863,0.8459320500380124,0.20507086045819514,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,70,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9849062098346439,0.9963069850915545,0.23884320220310043,4
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
1.728,0,72,2,80,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999936929119329,0.9991464773150842,0.974545443783258,4
15.004,0,40,11,1221,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999991,0.9998302394428449,0.9676148399701794,3
0.0,0,0,1,173,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9829818237849774,0.9978957970751772,0.2500003309105611,4
0.0,0,0,1,148,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.98544722692375,0.9974385910406407,0.24822758602695652,4
5.2,0,0,8,2026,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7281265530010019,0.9996503563478034,0.32298417975402716,1
9.013,0,0,6,288,nerisbotnet,nerisbotnet,0,[0. 0. 0. 0. 1. 0.],1.0,0.47368421052631576,"[('normal', 10), ('nerisbotnet', 9)]",0.9991334267557994,0.9822911599105617,-0.276113141965128,4
0.34,0,0,5,582,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5489352722855857,0.9988175353545488,0.3363914244242598,4
0.0,0,72,1,74,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999992374923569,0.9993293084964071,0.9737221850769814,4
0.0,0,0,1,203,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.3684210526315789,"[('dos', 12), ('normal', 7)]",0.9771975164135163,0.9962809873041037,0.25248732166367394,4
0.1,0,0,9,984,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.7368421052631579,"[('normal', 14), ('anomaly-spam', 5)]",0.6874859033110956,0.9975789277162685,0.31540911828716617,3
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
2.988,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9555291530683969,0.9988481551450171,0.2765169156387826,4
0.504,0,0,111,156648,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9905005693686988,0.9556521173876678,4
0.0,0,0,1,40,normal,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,0,1,134,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9861894526547874,0.9946119890849832,0.24730207673264382,4
2.956,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9563927204544306,0.9988481551450171,0.2762962706709454,4
0.0,0,0,1,72,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.985067690006422,0.997238841067486,0.24031425279219434,4
3.016,0,40,3,144,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8912735424480069,0.9984017067628321,0.31377976791932033,4
3.004,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9550867491577023,0.9974714562157574,0.27662852416195216,4
2.52,0,0,33,3755,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999999546,0.9996814286108853,0.8636858893881794,3
0.0,0,72,1,56,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999914168082882,0.99887778973683,0.9736963722670492,4
0.0,0,0,1,211,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('dos', 1)]",0.9748788175427437,0.9962809873041037,0.2532605501542052,4
0.008,0,0,2,135,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9840075264819297,0.9984490924943261,0.24559370917237908,4
6.644,0,0,5,280,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.5263157894736842,"[('normal', 10), ('nerisbotnet', 9)]",0.9407678925639229,0.9799763620812514,0.2842824138554259,3
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,74,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9852198125176879,0.9973643311290357,0.24140259060245503,4
0.0,0,0,1,77,normal,normal,0,[0.87191457 0.         0.         0.         0.         0.12808543],0.7863938078218504,1.0,"[('normal', 19)]",0.9854309781005031,0.7956832704380652,0.2069293936166459,4
0.036,0,0,6,2531,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('nerisbotnet', 1)]",0.7867457857948984,0.99842147648791,0.903985035325916,3
0.0,0,0,1,40,normal,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.512,0,0,3,164,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9675066933959138,0.9979230612635327,0.25820318078974136,4
0.064,0,0,5,1831,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8116110795344169,0.9978286578314194,0.3025281034674049,3
0.0,0,0,1,48,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.8421052631578947,"[('normal', 16), ('scan44', 3)]",0.9167197480307138,0.997318918316846,0.20727114192513266,4
0.556,0,0,7,5785,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9468786690500511,0.9929094317823128,0.8945201916438309,2
0.0,0,0,2,200,dos,dos,0,[0. 0. 1. 0. 0. 0.],1.0,1.0,"[('dos', 19)]",0.9742130255940469,0.9840779762877135,-0.2508620743124235,4
0.0,0,0,1,104,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9865095723567251,0.9942746609564077,0.24542319394693327,4
0.0,0,0,1,84,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9858480285599597,0.9955883939102682,0.24389368354656596,4
4.584,0,0,6,777,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.45952019924379667,0.9980956428840759,0.3645342308650168,3
30.336,0,0,12,846,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",1.0,0.9991579197786791,0.950497043841397,3
0.0,0,0,1,40,dos,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
2.92,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9573315279714962,0.9988385491428766,0.2760519069679014,4
2.904,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9577380362863425,0.9987676764483717,0.2759445344634614,4
0.0,0,0,1,74,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9852198125176879,0.9973643311290357,0.24140259060245503,4
0.0,0,8,1,84,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6401423686031146,0.996637703075777,0.3312030955654602,3
0.768,0,0,11,789,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.9002991849707923,0.9876904736788317,0.2809158926142236,3
9.004,0,40,3,152,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999740400189374,0.9991666134497552,0.9648582051435021,4
0.0,0,0,1,182,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9816396505164283,0.9982234679511062,0.2506932602639539,4
0.0,0,0,1,40,dos,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
23.476,0,40,11,1458,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.999828127690063,0.9694868683094797,3
0.0,0,0,1,84,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9858480285599597,0.9955883939102682,0.24389368354656596,4
3.0,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9551980260016946,0.9988481551450171,0.2766005391723948,4
13.012,0,72,3,156,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999966040345643,0.9996434314496836,0.9776108425360667,4
0.0,0,0,1,157,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9847458265112654,0.9977227002474379,0.24884487032648553,4
0.0,0,0,2,135,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9840263355968527,0.9981297456373173,0.24539475532697638,4
0.0,0,0,1,40,normal,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
3.02,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9546370760064335,0.9982605477372568,0.27674102871810197,4
0.0,0,0,2,124,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9844146759061277,0.9981581277892596,0.24461586773106714,4
3.14,0,0,3,849,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.4347808560418159,0.9955183224890527,0.3678168632635958,4
0.004,0,0,2,220,normal,normal,0,[0.5 0.  0.5 0.  0.  0. ],0.6131471927654584,1.0,"[('normal', 19)]",0.9667289815115145,0.78051207888278,0.1887753130863232,4
2.268,0,0,2,128,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.969737780903301,0.9995814741364843,0.272525154782533,4
0.028,0,40,5,274,normal,normal,0,[0.9 0.  0.  0.  0.1 0. ],0.8185677380393563,0.6842105263157895,"[('normal', 13), ('nerisbotnet', 6)]",0.991811886846411,0.8672403908360281,0.2647454826599621,4
0.064,0,0,4,888,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5416140752764965,0.9978481564422209,0.34095349834402583,4
0.0,0,0,1,316,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.8947368421052632,"[('normal', 17), ('nerisbotnet', 2)]",0.8356112679348248,0.9990270548090503,0.2808892441463233,4
14.112,0,0,6,704,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999999998843801,0.9990220895447346,0.2798663799180789,4
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.088,0,0,4,844,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.5440122343149869,0.9971756777461136,0.3401337671118266,4
3.0,0,72,2,112,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999984591966874,0.9996342087229664,0.9751265283911493,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.688,0,40,32,2201,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9974375438730076,0.9620340932918099,3
4.376,0,0,10,1291,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6160832001290731,0.9997239134114096,0.33923098062696116,2
1.248,0,0,10,3344,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7554537452995745,0.9997660485105463,0.8348941585588358,2
10.116,0,0,8,1614,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999876095842826,0.9997676585330337,0.2800695673511921,3
