capacity_bytes,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_raw,smart_16_raw,smart_17_raw,smart_22_normalized,smart_22_raw,smart_24_normalized,smart_168_raw,smart_170_raw,smart_173_raw,smart_174_raw,smart_177_normalized,smart_177_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_218_raw,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_225_normalized,smart_225_raw,smart_226_raw,smart_231_raw,smart_232_raw,smart_233_raw,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_raw,smart_242_raw,smart_241_normalized,smart_242_normalized,smart_254_normalized,smart_12_normalized,smart_250_raw,smart_251_raw,smart_235_normalized,smart_23_normalized,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,LIME Trust Calculator (100) - Sum,LIME Trust Calculator (100) - Intercept,LIME Trust Calculator (100) - Pred,SHAP Trust Calculator (100),Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
4000790000000.0,100,0,134,102,137,562,100,13,100,0,100,0.0,113,42,94,47620,100,0,0,0,13,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,604,100,604,230,26,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0480525398357168,-0.20828597952493,0.8397665603107868,-0.08400000000000002,1.0,"[('normal', 19)]",0.7261669703434832,0.9699999839067459,-0.13132570989221445,61
8001560000000.0,81,134303384,0,0,85,0,100,8,100,8,95,3478796932.0,0,0,67,29447,100,0,0,0,8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,62,38,94,12835,100,1,87,27733,38,38,1,134303384,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,29377.0,71369883240.0,171314000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.7878925457901848,0.035362649944065294,0.8232551957342502,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6836519934034535,0.9729124084115028,-0.12264547607166953,59
12000100000000.0,81,137662528,0,0,93,0,100,6,100,0,90,904034166.0,0,0,80,18193,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,70,30,0,0,100,317,100,874,30,30,81,137662528,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,18068.0,62547966296.0,179289000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8219618204850968,-0.053700761346736625,0.7682610591383601,-0.08400000000000002,1.0,"[('normal', 19)]",0.6836718996023023,0.9985250891186297,-0.12463742777940752,61
4000790000000.0,100,0,134,103,100,546,100,5,100,0,100,0.0,113,42,97,25965,100,0,0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,390,100,390,206,29,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0620317207952397,-0.34729312649221605,0.714738594303024,-0.08400000000000002,1.0,"[('normal', 19)]",0.7261669702465998,0.982868853956461,-0.12463783900699898,61
12000100000000.0,78,63947592,0,0,89,0,100,10,100,0,73,18590731.0,0,0,79,18737,100,0,0,0,9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,71,29,0,0,100,317,100,1520,29,29,78,63947592,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,18379.0,73825134560.0,138397000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.158632129652578,-0.3643848953436548,0.7942472343089231,-0.08400000000000002,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6509333883457469,0.995157552883029,-0.11572797448186008,59
12000100000000.0,81,115604472,0,0,97,0,100,3,100,0,85,330751530.0,0,0,98,1973,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,68,32,0,0,100,2,100,305,32,32,3,115604472,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,1914.0,30501875656.0,41391336324.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.1066081292548742,-0.3322355909303424,0.774372538324532,-0.08400000000000002,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6296578076099548,0.8780786618590355,-0.117823658558814,60
12000100000000.0,82,152967896,0,0,92,0,100,7,100,0,85,323474843.0,0,0,98,1987,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,70,30,0,0,100,11,100,183,30,30,3,152967896,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,1945.0,30860708472.0,42046268232.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,0.3737533289905652,0.2655535608951243,0.6393068898856895,0.11599999999999999,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6312395954068839,0.5838467528106638,0.004392260459265958,59
12000100000000.0,100,0,132,96,179,363,100,16,100,0,100,0.0,128,18,99,9413,100,0,0,0,16,0,0,100,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,366,100,366,153,39,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,100,0,0,0,0,0.0,0.0,0,0.0,0,0.0,53093614090.0,94652106246.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.7011429810075708,0.1959687018841903,0.8971116828917614,-0.08400000000000002,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.6348679334445162,0.9695686157792807,-0.11173309866037417,60
12000100000000.0,76,35543632,0,0,96,0,100,3,100,0,89,781342294.0,0,0,84,14829,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,72,28,0,0,100,203,100,800,28,28,76,35543632,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,14699.0,61631957304.0,132496000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8995541280374572,-0.17070202973651688,0.7288520983009399,-0.08400000000000002,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.6521127690058315,0.9953570896759629,-0.11873950406367988,57
12000100000000.0,83,223296280,0,0,89,0,100,8,100,0,85,332575945.0,0,0,80,18154,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,70,30,0,0,100,282,100,1047,30,30,83,223296280,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,17964.0,65257537712.0,159331000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.5128859235362012,0.3116587470219953,0.8245446705581967,0.0,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.6725047981381542,0.953849945217371,-0.12116362870532364,58
12000100000000.0,78,60739656,0,0,90,0,100,12,100,0,65,3182839.0,0,0,78,19396,100,0,0,0,11,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,69,31,0,0,100,336,99,3327,31,31,78,60739656,0,0,100,8,100,8,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,18381.0,71204309128.0,164208000000.0,0,0,0,0,0,0,0,0,normal,fail,1,[0.7 0.3],0.1187091007693073,-0.8811413657137523,1.1446524937414115,0.26351112802765897,0.6159999999999999,0.0,"[('normal', 19)]",0.6668121271333708,-0.3248765535584818,-0.026191912496029757,60
12000100000000.0,100,0,100,0,100,0,100,4,100,0,100,0.0,100,0,99,7649,100,0,0,0,4,0,0,100,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,601,100,601,166,36,0,0,100,0,100,0,100,0,200,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.1035574847703047,-0.27469143309062116,0.828866051679684,-0.08400000000000002,1.0,"[('normal', 19)]",0.6199667440759649,0.6993463933467865,-0.11171819808039456,62
12000100000000.0,77,46115640,0,0,97,0,100,3,100,0,86,362922286.0,0,0,98,2213,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,71,29,0,0,100,2,100,309,29,29,3,46115640,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,2153.0,32156247816.0,46014970076.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,1.0397761663512246,-0.2069198421918534,0.8328563241593712,0.015999999999999986,0.7894736842105263,"[('normal', 15), ('fail', 4)]",0.6285557483860048,0.5164375937969807,-0.04024259400940102,60
8001560000000.0,81,114430000,0,0,91,0,100,5,100,0,91,1281169798.0,0,0,74,23514,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,59,41,95,11204,100,20,100,72,41,41,1,114430000,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,23508.0,59571991600.0,181604000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.4785126445097291,0.310237452978322,0.7887500974880512,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6967240174973224,0.7376404944301966,-0.05466058785346941,60
12000100000000.0,82,170517672,0,0,91,0,100,11,100,0,82,158712372.0,0,0,78,19556,100,0,0,0,9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,65,35,0,0,100,295,98,4271,35,35,82,170517672,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,17926.0,62811415072.0,220807000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.28108670526063306,0.42715045054870615,0.708237155809339,-0.08400000000000002,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.717934606812542,0.9848253671079874,-0.13425150628448787,60
12000100000000.0,74,27148600,0,0,93,0,100,5,100,0,80,104444093.0,0,0,90,9527,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,69,31,0,0,100,113,100,1803,31,31,74,27148600,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,9238.0,50215098128.0,63337579082.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.1624453385826994,-0.3624296836516723,0.8000156549310267,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6313376541424884,0.9786365553736687,-0.11595947933492175,61
10000800000000.0,72,17569472,0,0,97,0,100,4,100,8,87,526618445.0,0,0,78,20080,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,72,28,81,19,51,98679,100,271,100,1020,19,19,72,17569472,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,19953.0,65957564488.0,164061000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.5328696910365711,0.2845080666072894,0.8173777576438603,0.0,1.0,"[('normal', 19)]",0.6651935298856197,0.9756721705198288,-0.11540139104153213,58
4000790000000.0,100,0,134,103,140,558,100,11,100,0,100,0.0,113,42,95,41626,100,0,0,0,11,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,523,100,523,240,25,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,0.3161892554124556,0.3397231531869174,0.6559124085993732,0.11599999999999999,1.0,"[('normal', 19)]",0.7261669703166179,0.5726022099139162,-0.012902560033625407,60
12000100000000.0,67,4853136,0,0,94,0,100,5,100,0,89,795364548.0,0,0,85,13998,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,74,26,0,0,100,198,100,760,26,26,67,4853136,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,13879.0,56769048872.0,153197000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8553272919762528,-0.041975379588340966,0.8133519123879116,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6635578677301375,0.9702909011393785,-0.13424332124048802,60
12000100000000.0,83,222201656,0,0,92,0,100,7,100,0,85,286199530.0,0,0,98,1773,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,63,37,0,0,100,2,100,732,37,37,4,222201656,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,1650.0,28524067872.0,37616243644.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.6997918438544454,0.031084940271816797,0.7308767841262622,-0.08400000000000002,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.6352912455655084,0.8918523490428925,-0.12186866802193126,59
8001560000000.0,66,207059016,0,0,93,0,100,5,100,2184,91,1210080061.0,0,0,75,22274,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,96,4,100,0.0,100,0,67,33,96,8075,100,7,86,28068,33,33,83,207059016,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,22243.0,57811664528.0,163068000000.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.8 0.2],0.2780719051126377,0.3204731585112671,-0.0995415837790643,0.22093157473220282,0.716,0.0,"[('normal', 19)]",0.6879994367349607,0.6213635795744129,0.06920949010998756,58
8001560000000.0,82,156431680,0,0,88,0,100,6,100,0,96,3605812140.0,0,0,64,31545,100,0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,73,27,100,0,100,75,100,195,27,27,1,156431680,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,31512.0,78122102288.0,188162000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.9495467101000444,-0.17671020740997856,0.772836502690066,-0.08400000000000002,1.0,"[('normal', 19)]",0.6953063741356039,0.9980631918879226,-0.12210865155344035,61
8001560000000.0,74,23084000,0,0,93,0,100,5,99,6608,95,2864135964.0,0,0,72,25076,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,95,5,100,0.0,100,0,55,45,97,6671,100,44,92,17667,45,45,74,23084000,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,25050.0,60600238808.0,235391000000.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.9 0.1],0.5310044064107188,-0.6593167063473617,0.7895247370115612,0.13020803066420017,0.8160000000000001,0.2631578947368421,"[('normal', 14), ('fail', 5)]",0.7399365383371763,0.7602634131403092,0.15755424909248286,60
8001560000000.0,81,139556696,0,0,84,0,100,15,100,0,95,3494904742.0,0,0,63,33196,100,0,0,0,15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,61,39,100,0,100,85,100,375,39,39,1,139556696,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,33184.0,63824221048.0,242614000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.8906048170072215,-0.096400799855764,0.7942040171514574,0.0,0.7368421052631579,"[('normal', 14), ('fail', 5)]",0.7457047096060525,0.7460273596884135,-0.06259796603501512,61
12000100000000.0,79,86620968,0,0,89,0,100,12,100,0,90,963952696.0,0,0,79,19133,100,0,0,0,11,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,62,38,0,0,100,349,100,1545,38,38,79,86620968,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,18769.0,74484229264.0,138005000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8305279424236336,-0.03569627447637108,0.7948316679472627,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6548407651588428,0.9971110327169299,-0.11825219490437582,59
14000500000000.0,100,0,100,0,100,7825,100,2,100,0,100,0.0,100,0,71,11844,100,0,0,0,2,0,0,0,0,100,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,100,8,100,1,100,119,100,27,0,0,100,0,100,0,100,0,200,0,0,0,0,52297729,71,11769,100,0,0,0,533,0.0,0.0,0,0.0,100,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.9270256941914299,0.060578500534947344,0.9876041947263767,-0.08400000000000002,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6476434018162869,0.9162512421607971,-0.1374698045260271,61
12000100000000.0,82,166207488,0,0,89,0,100,9,100,0,87,508572696.0,0,0,91,8409,100,0,0,0,9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,77,23,0,0,100,167,99,2982,23,23,82,166207488,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,7720.0,32527373592.0,50158454607.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.7735876793045443,-0.011042535940436138,0.7625451433641083,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6324235662657114,0.9912239806726575,-0.11037912467458688,60
12000100000000.0,100,0,100,0,100,0,100,1,100,0,100,0.0,100,0,100,6615,100,0,0,0,1,0,0,100,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,246,100,246,253,20,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.40050896268587427,0.32700622087754516,0.7275151835634195,-0.08400000000000002,1.0,"[('normal', 19)]",0.6199667440687602,0.9429877921938896,-0.11047120633465064,60
12000100000000.0,83,202222712,0,0,92,0,100,6,89,44920,83,216037257.0,0,0,90,9426,100,0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,96,4,100,0.0,0,0,76,24,0,0,100,116,100,1581,24,24,83,202222712,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,9119.0,46016402056.0,128014000000.0,0,0,0,0,0,0,0,0,fail,fail,0,[1. 0.],1.0,-0.48499982340819076,0.5633197764702654,0.07831995306207462,0.9159999999999999,0.10526315789473684,"[('normal', 17), ('fail', 2)]",0.651557615340757,0.8385137766599655,0.7513077141706107,61
12000100000000.0,78,62959512,0,0,90,0,100,436,100,0,84,267277285.0,0,0,85,13817,100,0,0,0,20,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,69,31,0,0,100,303,100,1321,31,31,78,62959512,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,13448.0,104687000000.0,135425000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.9315338952557743,-0.2307380894561759,0.7007958057995987,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6394434175185469,0.7538053113461856,-0.02982018797762037,60
12000100000000.0,80,92701528,0,0,95,0,100,4,100,0,80,111769906.0,0,0,91,8670,100,0,0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,78,22,0,0,100,122,100,1594,22,22,80,92701528,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,8395.0,44527576552.0,94237208334.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.5270169383138714,0.11755004225923915,0.6445669805731107,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6341251857118657,0.7605562288740102,-0.03477031775765329,61
4000790000000.0,100,0,133,107,126,564,100,34,100,0,100,0.0,113,42,97,25910,100,0,0,0,33,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,267,100,267,214,28,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.5525347367962582,0.22957751352697886,0.7821122503232371,-0.08400000000000002,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.7261669702460245,0.952756330370903,-0.130034227402398,59
12000100000000.0,100,0,100,0,100,0,100,4,100,0,100,0.0,100,0,99,8145,100,0,0,0,4,0,0,100,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,591,100,591,181,33,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.9512556481379242,-0.26659661625409575,0.6846590318838284,-0.08400000000000002,1.0,"[('normal', 19)]",0.6199667440787447,0.9347040355205536,-0.11034214005234522,61
8001560000000.0,83,220905232,0,0,92,0,100,6,100,0,91,1266217925.0,0,0,72,24781,100,0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,66,34,64,72641,100,8,87,26846,34,34,83,220905232,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,24744.0,61622890520.0,219324000000.0,0,0,0,0,0,0,0,0,fail,normal,1,[0. 1.],1.0,1.3407066690069385,-0.4960064740678702,0.8447001949390684,0.0,0.7368421052631579,"[('normal', 14), ('fail', 5)]",0.7328218475120215,0.8987506330013275,-0.13549133476887576,60
4000790000000.0,118,200683952,0,0,92,0,100,9,100,0,84,256035065.0,0,0,52,42075,100,0,0,0,9,0,0,0,0,0,0,0,0.0,0,0,0,100,0,100,0,100,0,100,0.0,100,0,82,18,100,0,100,0,82,36395,18,18,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,41894.0,63285968128.0,275665000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,0.6251674703747538,0.10127416213463142,0.7264416325093854,0.11599999999999999,0.6842105263157895,"[('normal', 13), ('fail', 6)]",0.8453093768411526,0.5679826711298891,-0.03676578337831545,60
8001560000000.0,83,188924464,0,0,90,0,100,5,100,0,96,3813257039.0,0,0,67,29305,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,68,32,93,15451,100,1,84,33230,32,32,1,188924464,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,29244.0,71539903328.0,186230000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.6952968912470436,0.06110496520409553,0.756401856451139,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.6949823673020429,0.736905343780053,-0.04555161764317189,61
8001560000000.0,82,156270048,0,0,89,0,100,15,100,0,92,1540787317.0,0,0,75,22007,100,0,0,0,15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,66,34,97,6496,100,50,95,11911,34,34,82,156270048,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,21980.0,57062253696.0,210236000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.9916006661196537,-0.25333548895520136,0.7382651771644517,0.015999999999999986,0.7894736842105263,"[('normal', 15), ('fail', 4)]",0.7214566236688899,0.7298560626299504,-0.05306352898390689,58
4000790000000.0,119,212177624,0,0,91,0,100,10,100,0,84,246696389.0,0,0,51,43561,100,0,0,0,10,0,0,0,0,0,0,0,0.0,0,0,0,98,2,100,0,100,0,100,0.0,100,0,82,18,100,0,100,0,72,56972,18,18,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,43365.0,61015773600.0,179406000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.4035640204877753,-0.5337076273026689,0.8698563931851064,0.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.7794900934431372,0.9882835168391466,-0.13680287151902348,61
12000100000000.0,79,79936624,0,0,99,0,100,1,100,0,84,247646360.0,0,0,98,1851,100,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,70,30,0,0,100,4,100,576,30,30,5,79936624,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,1704.0,23553624816.0,34387769020.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,0.7104383107294445,-0.0670003207505131,0.6434379899789319,0.11599999999999999,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.626228872670495,0.5320050765754648,0.0019452869094020997,61
